,Job Title,Company,Job Brief,Deadline Date,Deadline Time,Job Description
72,Associate-Business Consulting-Financial Services-Technology Risk- Engineering,EY,"In this role, you will have the opportunity to work on client assignments across business and technology projects that will help you deepen and broaden your skills, while gaining valuable and rewarding experiences during your first few years.",10/02/2024,1800,"The ProgrammeJoin the Financial Services Organization (FSO) and you will work with multi-disciplinary teams from around the world to deliver a global perspective.  We are the only professional services organization who has a separate business dedicated exclusively to the financial services marketplace dealing with asset management, banking and capital markets, insurance and private equity.In this role, you will have the opportunity to work on client assignments across business and technology projects that will help you deepen and broaden your skills, while gaining valuable and rewarding experiences during your first few years.  Teaming with a variety of stakeholders, you will provide our clients an independent view of their organization’s business risks and areas of improvement and help develop pragmatic plans to enhance their products, processes and system, address issues and assist with implementing measurable and sustainable performance enhancements through the key service areas: Business Consulting: Actuarial.Business Transformation.Finance.Financial Services Risk.Technology Risk.Technology Consulting: Cybersecurity.Data & Analytics.Digital & Emerging Technologies.Technology Transformation.Technology Solution Delivery. Required Skills and AbilitiesWhat we look for: You have an agile, growth-oriented mindset. What you know matters. But the right mindset is just as important in determining success. We’re looking for people who are innovative, can work in an agile way and keep pace with a rapidly changing world.You are curious and purpose driven. We’re looking for people who see opportunities instead of challenges, who ask better questions to seek better answers that build a better working world.You are inclusive. We’re looking for people who seek out and embrace diverse perspectives, who value differences, and team inclusively to build safety and trust.  Qualifications: Pursuing a university degree related to Business, Economics, Science, Technology and Engineering or equivalent.Experience and/or desire to work in consulting coupled with understanding of economic or market issues and the ability to interpret impact and solve inquiries. This can be demonstrated by relevant course work, interest or internship experience.Experience and/or demonstrated interest in understanding financial institutions, Wealth & Asset Management, Banking and/or Insurance businesses (e.g. business models, channels, typical structure, industry terms and issues).Good-to-have experience and/or demonstrated passion in any domains such as: cloud engineering, coding/scripting languages (e.g. Python/R/Java), cyber security, digitalization, front and back-end web/mobile development, information technology risks, IoT, robotics process automation, technical architecture, project management in UX, Web or Digital, web application security practices and standards. This passion could be demonstrated via university projects, internships, conferences, self-study, etc.What’s in it for you: Accelerate your technical capabilities and transformative leadership skills with future-focused courses and development programs.Broaden your horizons by working on highly integrated teams across the globe and collaborate with people of diverse backgrounds — both professionally and culturally.Bring out the best in yourself with continuous investment in your personal well-being and career development.Develop your own personal purpose and help us create a positive ripple effect on our teams, our business, clients and society – building a better working world, together.What we offer: If you join EY full-time after your internship, we offer a competitive compensation package where you’ll be rewarded based on your performance and recognized for the value you bring to our business.  In addition, our Total Rewards package includes medical and dental coverage, pension and 401(k) plans, and a wide range of paid time off options.  Under our flexible vacation policy, you’ll decide how much vacation time you need based on your own personal circumstances.  You’ll also be granted time off for designated EY Paid Holidays, Winter/Summer breaks, Personal/Family Care, and other leaves of absence when needed to support your physical, financial, and emotional well-being. Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, your way.Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs.Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs. If you can demonstrate that you meet the criteria above, please contact us as soon as possible.The exceptional EY experience - It’s yours to build. About Us: EY is a global leader in assurance, tax, transaction and advisory services.  The insights and quality services we deliver help build trust and confidence in the capital markets and in economies the world over.  We develop outstanding leaders who team to deliver on our promises to all of our stakeholders. In so doing, we play a critical role in building a better working world for our people, for our clients and for our communities."
73,Associate-Business Consulting-Financial Services-Technology Risk,EY,"In this role, you will have the opportunity to work on client assignments across business and technology projects that will help you deepen and broaden your skills, while gaining valuable and rewarding experiences during your first few years.",10/02/2024,1800,"The ProgrammeJoin the Financial Services Organization (FSO) and you will work with multi-disciplinary teams from around the world to deliver a global perspective.  We are the only professional services organization who has a separate business dedicated exclusively to the financial services marketplace dealing with asset management, banking and capital markets, insurance and private equity.In this role, you will have the opportunity to work on client assignments across business and technology projects that will help you deepen and broaden your skills, while gaining valuable and rewarding experiences during your first few years.  Teaming with a variety of stakeholders, you will provide our clients an independent view of their organization’s business risks and areas of improvement and help develop pragmatic plans to enhance their products, processes and system, address issues and assist with implementing measurable and sustainable performance enhancements through the key service areas: Business Consulting: Actuarial.Business Transformation.Finance.Financial Services Risk.Technology Risk.Technology Consulting: Cybersecurity.Data & Analytics.Digital & Emerging Technologies.Technology Transformation.Technology Solution Delivery. Required Skills and AbilitiesWhat we look for: You have an agile, growth-oriented mindset. What you know matters. But the right mindset is just as important in determining success. We’re looking for people who are innovative, can work in an agile way and keep pace with a rapidly changing world.You are curious and purpose driven. We’re looking for people who see opportunities instead of challenges, who ask better questions to seek better answers that build a better working world.You are inclusive. We’re looking for people who seek out and embrace diverse perspectives, who value differences, and team inclusively to build safety and trust.  Qualifications: Pursuing a university degree related to Business, Economics, Science, Technology and Engineering or equivalent.Experience and/or desire to work in consulting coupled with understanding of economic or market issues and the ability to interpret impact and solve inquiries. This can be demonstrated by relevant course work, interest or internship experience.Experience and/or demonstrated interest in understanding financial institutions, Wealth & Asset Management, Banking and/or Insurance businesses (e.g. business models, channels, typical structure, industry terms and issues).Good-to-have experience and/or demonstrated passion in any domains such as: cloud engineering, coding/scripting languages (e.g. Python/R/Java), cyber security, digitalization, front and back-end web/mobile development, information technology risks, IoT, robotics process automation, technical architecture, project management in UX, Web or Digital, web application security practices and standards. This passion could be demonstrated via university projects, internships, conferences, self-study, etc.What’s in it for you: Accelerate your technical capabilities and transformative leadership skills with future-focused courses and development programs.Broaden your horizons by working on highly integrated teams across the globe and collaborate with people of diverse backgrounds — both professionally and culturally.Bring out the best in yourself with continuous investment in your personal well-being and career development.Develop your own personal purpose and help us create a positive ripple effect on our teams, our business, clients and society – building a better working world, together.What we offer: If you join EY full-time after your internship, we offer a competitive compensation package where you’ll be rewarded based on your performance and recognized for the value you bring to our business.  In addition, our Total Rewards package includes medical and dental coverage, pension and 401(k) plans, and a wide range of paid time off options.  Under our flexible vacation policy, you’ll decide how much vacation time you need based on your own personal circumstances.  You’ll also be granted time off for designated EY Paid Holidays, Winter/Summer breaks, Personal/Family Care, and other leaves of absence when needed to support your physical, financial, and emotional well-being. Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, your way.Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs.Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs. If you can demonstrate that you meet the criteria above, please contact us as soon as possible.The exceptional EY experience - It’s yours to build. About Us: EY is a global leader in assurance, tax, transaction and advisory services.  The insights and quality services we deliver help build trust and confidence in the capital markets and in economies the world over.  We develop outstanding leaders who team to deliver on our promises to all of our stakeholders. In so doing, we play a critical role in building a better working world for our people, for our clients and for our communities."
74,Associate-Business Consulting-Financial Services-Technology Risk- IT,EY,"In this role, you will have the opportunity to work on client assignments across business and technology projects that will help you deepen and broaden your skills, while gaining valuable and rewarding experiences during your first few years.",10/02/2024,1800,"The ProgrammeJoin the Financial Services Organization (FSO) and you will work with multi-disciplinary teams from around the world to deliver a global perspective.  We are the only professional services organization who has a separate business dedicated exclusively to the financial services marketplace dealing with asset management, banking and capital markets, insurance and private equity.In this role, you will have the opportunity to work on client assignments across business and technology projects that will help you deepen and broaden your skills, while gaining valuable and rewarding experiences during your first few years.  Teaming with a variety of stakeholders, you will provide our clients an independent view of their organization’s business risks and areas of improvement and help develop pragmatic plans to enhance their products, processes and system, address issues and assist with implementing measurable and sustainable performance enhancements through the key service areas: Business Consulting: Actuarial.Business Transformation.Finance.Financial Services Risk.Technology Risk.Technology Consulting: Cybersecurity.Data & Analytics.Digital & Emerging Technologies.Technology Transformation.Technology Solution Delivery. Required Skills and AbilitiesWhat we look for: You have an agile, growth-oriented mindset. What you know matters. But the right mindset is just as important in determining success. We’re looking for people who are innovative, can work in an agile way and keep pace with a rapidly changing world.You are curious and purpose driven. We’re looking for people who see opportunities instead of challenges, who ask better questions to seek better answers that build a better working world.You are inclusive. We’re looking for people who seek out and embrace diverse perspectives, who value differences, and team inclusively to build safety and trust.  Qualifications: Pursuing a university degree related to Business, Economics, Science, Technology and Engineering or equivalent.Experience and/or desire to work in consulting coupled with understanding of economic or market issues and the ability to interpret impact and solve inquiries. This can be demonstrated by relevant course work, interest or internship experience.Experience and/or demonstrated interest in understanding financial institutions, Wealth & Asset Management, Banking and/or Insurance businesses (e.g. business models, channels, typical structure, industry terms and issues).Good-to-have experience and/or demonstrated passion in any domains such as: cloud engineering, coding/scripting languages (e.g. Python/R/Java), cyber security, digitalization, front and back-end web/mobile development, information technology risks, IoT, robotics process automation, technical architecture, project management in UX, Web or Digital, web application security practices and standards. This passion could be demonstrated via university projects, internships, conferences, self-study, etc.What’s in it for you: Accelerate your technical capabilities and transformative leadership skills with future-focused courses and development programs.Broaden your horizons by working on highly integrated teams across the globe and collaborate with people of diverse backgrounds — both professionally and culturally.Bring out the best in yourself with continuous investment in your personal well-being and career development.Develop your own personal purpose and help us create a positive ripple effect on our teams, our business, clients and society – building a better working world, together.What we offer: If you join EY full-time after your internship, we offer a competitive compensation package where you’ll be rewarded based on your performance and recognized for the value you bring to our business.  In addition, our Total Rewards package includes medical and dental coverage, pension and 401(k) plans, and a wide range of paid time off options.  Under our flexible vacation policy, you’ll decide how much vacation time you need based on your own personal circumstances.  You’ll also be granted time off for designated EY Paid Holidays, Winter/Summer breaks, Personal/Family Care, and other leaves of absence when needed to support your physical, financial, and emotional well-being. Continuous learning: You’ll develop the mindset and skills to navigate whatever comes next.Success as defined by you: We’ll provide the tools and flexibility, so you can make a meaningful impact, your way.Transformative leadership: We’ll give you the insights, coaching and confidence to be the leader the world needs.Diverse and inclusive culture: You’ll be embraced for who you are and empowered to use your voice to help others find theirs. If you can demonstrate that you meet the criteria above, please contact us as soon as possible.The exceptional EY experience - It’s yours to build. About Us: EY is a global leader in assurance, tax, transaction and advisory services.  The insights and quality services we deliver help build trust and confidence in the capital markets and in economies the world over.  We develop outstanding leaders who team to deliver on our promises to all of our stakeholders. In so doing, we play a critical role in building a better working world for our people, for our clients and for our communities."
75,Recruitment Consultant - Engineering and Infrastructure,Phaidon International Singapore,"We are looking for Consultants of a graduate calibre to join our growing team who are looking to propel their career, by leveraging the platform, scale and track record Phaidon International provides.",14/02/2024,1559,"Today our professional services business works with thousands of organizations across the world, ranging from the Fortune 500 through to venture backed start-ups – all of whom use Phaidon’s services to find the right talent for their business-critical roles. We deliver our capabilities through our deliberately curated group of 6 brands, each one specializing in the following industries where a relentless supply demand imbalance exists: Financial Sciences & ServicesEngineering & Infrastructure Supply ChainLife SciencesTechnology Regulatory & Legal Our employees:Our business is unique in many ways, one of which is that we have grown in an entirely organic manner – hiring intelligent, ambitious and tenacious individuals, providing them with proprietary, career-elevating training to ensure they are not only capably equipped to provide our clients and candidates with a level of consultation that goes beyond the capabilities of others – but also that they become subject matter experts in highly technical, specialist end markets.We are looking for Consultants of a graduate calibre to join our growing team who are looking to propel their career, by leveraging the platform, scale and track record Phaidon International provides. Your purpose:Consultants support our clients by identifying, engaging and attracting exceptional talent for their most critical needs – and consult both parties to ensure seamless process management and purposeful delivery. How you will be recognized: Joining us today, successful individuals will benefit from the following:Exceptional total compensationRelocation opportunitiesAward winning internal training and developmentExternal training and further qualificationsLeading healthcare benefitsGenerous vacation allowanceRecognition based rewards Our ways of working:We have won awards not only in our end markets, but for our internal culture, development and our ED&I. We care about who we work with and how we can make a difference. This also applies to who we hire. We seek individuals who are passionate about finding solutions for our clients and in turn we provide the platform to achieve success. In our meritocratic environment our values are at the core of what we do and are more than just words. Through employee-run forums, our training & development and our corporate initiatives to offset our carbon footprint we ensure that our business is a company that leads by example. The application process:The relentless demand for our services means we are always seeking talented individuals to join us. Successful applicants are invited to complete our strengths-based assessment online. Upon passing the assessment, applicants will have an initial interview with our talent team followed by an in-person interview at one of our global locations. Reimagine your potential by joining the award-winning team today. "
76,Recruitment Consultant - Financial Services Industry,Phaidon International Singapore,"We are looking for Consultants of a graduate calibre to join our growing team who are looking to propel their career, by leveraging the platform, scale and track record Phaidon International provides.",14/02/2024,1559,"Today our professional services business works with thousands of organizations across the world, ranging from the Fortune 500 through to venture backed start-ups – all of whom use Phaidon’s services to find the right talent for their business-critical roles. We deliver our capabilities through our deliberately curated group of 6 brands, each one specializing in the following industries where a relentless supply demand imbalance exists: Financial Sciences & ServicesEngineering & InfrastructureSupply ChainLife SciencesTechnologyRegulatory & Legal Our employees:Our business is unique in many ways, one of which is that we have grown in an entirely organic manner – hiring intelligent, ambitious and tenacious individuals, providing them with proprietary, career-elevating training to ensure they are not only capably equipped to provide our clients and candidates with a level of consultation that goes beyond the capabilities of others – but also that they become subject matter experts in highly technical, specialist end markets.We are looking for Consultants of a graduate calibre to join our growing team who are looking to propel their career, by leveraging the platform, scale and track record Phaidon International provides. Your purpose:Consultants support our clients by identifying, engaging and attracting exceptional talent for their most critical needs – and consult both parties to ensure seamless process management and purposeful delivery. How you will be recognized: Joining us today, successful individuals will benefit from the following:Exceptional total compensationRelocation opportunitiesAward winning internal training and developmentExternal training and further qualificationsLeading healthcare benefitsGenerous vacation allowanceRecognition based rewards Our ways of working:We have won awards not only in our end markets, but for our internal culture, development and our ED&I. We care about who we work with and how we can make a difference. This also applies to who we hire. We seek individuals who are passionate about finding solutions for our clients and in turn we provide the platform to achieve success. In our meritocratic environment our values are at the core of what we do and are more than just words. Through employee-run forums, our training & development and our corporate initiatives to offset our carbon footprint we ensure that our business is a company that leads by example. The application process:The relentless demand for our services means we are always seeking talented individuals to join us. Successful applicants are invited to complete our strengths-based assessment online. Upon passing the assessment, applicants will have an initial interview with our talent team followed by an in-person interview at one of our global locations. Reimagine your potential by joining the award-winning team today.     "
77,Business Development Executive,Phaidon International Singapore,Are you a fearless and ambitious individual with business development experience who thrives in a fast-paced environment? Are you excited for a merit-based career trajectory with uncapped financial incentives in your sales career?,14/02/2024,1559,"Our professional services business works with thousands of organizations across the world, ranging from the Fortune 500 through to venture backed start-ups – all of whom use Phaidon’s services to find the right talent for their business-critical roles.As a global specialist recruitment company with 19 years of proven successful track record, we are looking to bring our APAC business to the next level by constantly enhancing our clientele market presence across various industries.Your Purpose: You will be responsible for the full recruitment lifecycle process (including but not limited to):Onboarding new clientsIdentifying new business opportunitiesIdentifying potential leads and industry trendsBuilding and maintaining relationships with industry expertsRecommending suitable candidates for clients' considerationOffer negotiationsPost-placement careThe ideal candidate will have a proven track record of success in sales / business development, excellent communication and negotiation skills, and a passion for driving growth and success.If you are ready for a new challenge and want to make a significant impact in a fast-paced, sales-driven and consultative environment, we want to hear from you!"
78,Recruitment Consultant - Regulatory & Legal Industry,Phaidon International Singapore,"We are looking for Consultants of a graduate calibre to join our growing team who are looking to propel their career, by leveraging the platform, scale and track record Phaidon International provides.",14/02/2024,1559,"Today our professional services business works with thousands of organizations across the world, ranging from the Fortune 500 through to venture backed start-ups – all of whom use Phaidon’s services to find the right talent for their business-critical roles. We deliver our capabilities through our deliberately curated group of 6 brands, each one specializing in the following industries where a relentless supply demand imbalance exists: Financial Sciences & ServicesEngineering & InfrastructureSupply Chain Life Sciences TechnologyRegulatory & Legal Our employees:Our business is unique in many ways, one of which is that we have grown in an entirely organic manner – hiring intelligent, ambitious and tenacious individuals, providing them with proprietary, career-elevating training to ensure they are not only capably equipped to provide our clients and candidates with a level of consultation that goes beyond the capabilities of others – but also that they become subject matter experts in highly technical, specialist end markets. We are looking for Consultants of a graduate calibre to join our growing team who are looking to propel their career, by leveraging the platform, scale and track record Phaidon International provides. Your purpose:Consultants support our clients by identifying, engaging and attracting exceptional talent for their most critical needs – and consult both parties to ensure seamless process management and purposeful delivery. How you will be recognized: Joining us today, successful individuals will benefit from the following:Exceptional total compensation Relocation opportunities Award winning internal training and development External training and further qualificationsLeading healthcare benefitsGenerous vacation allowanceRecognition based rewards Our ways of working:We have won awards not only in our end markets, but for our internal culture, development and our ED&I. We care about who we work with and how we can make a difference. This also applies to who we hire. We seek individuals who are passionate about finding solutions for our clients and in turn we provide the platform to achieve success. In our meritocratic environment our values are at the core of what we do and are more than just words. Through employee-run forums, our training & development and our corporate initiatives to offset our carbon footprint we ensure that our business is a company that leads by example. The application process:The relentless demand for our services means we are always seeking talented individuals to join us. Successful applicants are invited to complete our strengths-based assessment online. Upon passing the assessment, applicants will have an initial interview with our talent team followed by an in-person interview at one of our global locations. Reimagine your potential by joining the award-winning team today.  "
79,Recruitment Consultant - Life Sciences,Phaidon International Singapore,"We are looking for Consultants of a graduate calibre to join our growing team who are looking to propel their career, by leveraging the platform, scale and track record Phaidon International provides.",14/02/2024,1559,"Today our professional services business works with thousands of organizations across the world, ranging from the Fortune 500 through to venture backed start-ups – all of whom use Phaidon’s services to find the right talent for their business-critical roles. We deliver our capabilities through our deliberately curated group of 6 brands, each one specializing in the following industries where a relentless supply demand imbalance exists: Financial Sciences & ServicesEngineering & InfrastructureSupply ChainLife SciencesTechnologyRegulatory & Legal Our employees:Our business is unique in many ways, one of which is that we have grown in an entirely organic manner – hiring intelligent, ambitious and tenacious individuals, providing them with proprietary, career-elevating training to ensure they are not only capably equipped to provide our clients and candidates with a level of consultation that goes beyond the capabilities of others – but also that they become subject matter experts in highly technical, specialist end markets.We are looking for Consultants of a graduate calibre to join our growing team who are looking to propel their career, by leveraging the platform, scale and track record Phaidon International provides. Your purpose:Consultants support our clients by identifying, engaging and attracting exceptional talent for their most critical needs – and consult both parties to ensure seamless process management and purposeful delivery. How you will be recognized: Joining us today, successful individuals will benefit from the following:Exceptional total compensationRelocation opportunitiesAward winning internal training and developmentExternal training and further qualificationsLeading healthcare benefitsGenerous vacation allowanceRecognition based rewardsOur ways of working:We have won awards not only in our end markets, but for our internal culture, development and our ED&I. We care about who we work with and how we can make a difference. This also applies to who we hire. We seek individuals who are passionate about finding solutions for our clients and in turn we provide the platform to achieve success.In our meritocratic environment our values are at the core of what we do and are more than just words. Through employee-run forums, our training & development and our corporate initiatives to offset our carbon footprint we ensure that our business is a company that leads by example. The application process:The relentless demand for our services means we are always seeking talented individuals to join us. Successful applicants are invited to complete our strengths-based assessment online. Upon passing the assessment, applicants will have an initial interview with our talent team followed by an in-person interview at one of our global locations. Reimagine your potential by joining the award-winning team today. "
80,Aon Graduate Programme 2024 - Innovation & Analytics,AON,"As part of the Aon team, you will be empowered to reach your full professional potential, in an environment where you can feel safe to be your authentic self.",01/03/2024,1800,"The ProgrammeWhat the Graduate Programme will look like:   Our 24-month Graduate Programme is designed to provide you with exposure to different parts of the business through multiple job rotation. The programme offers structured professional development sessions to equip you with knowledge and skills necessary to build a career in risk management and advisory.   You will be supported by committed people leaders, a dedicated career mentor and peers to share experiences along the way.     As part of the Aon team, you will be empowered to reach your full professional potential, in an environment where you can feel safe to be your authentic self.   Our people are at the heart of our organization, and we are passionate about creating a culture of opportunity, driven by collaboration and innovation.   Innovation & Analytics Tracks:  Aon Centre for Innovation & Analytics partners with Aon’s business experts to address business problems on a global scale.  Launched in 2009, ACIA Singapore has brought value add propositions to Solution Lines through internally developed IP and strives to enhance financial value for the firm. We drive new capabilities for the firm by creating innovative ways to do business, leveraging emerging technologies and collaborating across Aon to build solutions that enable colleagues to help clients make better decisions today and tomorrow.    Application Development:   You will collaborate with the brightest minds in our innovation center to build high-performing applications that deliver insightful analytics to our users. You should be familiar with one or more of the following languages C#, JavaScript, Python.  Knowledge in SQL, CSS, ReactJS, and Angular would be advantageous.     Data Analyst:    You will act as a champion for Aon’s suite of analytical tools and help business leaders drive performance by supporting the delivery of analytics solutions around client data. Technical knowledge of SQL, Python/R, and Microsoft Office is a must. Knowledge in visualization software such as Tableau /PowerBI is a big plus.    Data Engineering:    You will be a part of a high-performing team to make data accessible for our analytics teams. You will be building systems that collect, manage, and convert raw data into usable information. Ability to code in Python / Scala and SQL to perform data operations. Good knowledge of databases, data structures and Microsoft Office is a must. Knowledge of Spark and PowerBI would be advantageous.  What You Will DoCarry out a range of project management related functions, through a series of developmental work placements.   While responsibilities may vary to some extent with each placement, all are contained in the general role statements below: Assist in achieving business objectives within a team environment through assigned research, policy and project activities allocated during developmental work placements.  Develop and maintain effective and productive working relationships with appropriate external client contacts and other internal Aon clients.  Effectively participate in on-the-job and other learning and development activities provided throughout the development programme.  Pitching and storytelling – potential to communicate to stakeholders in a compelling way.   Strong data literacy skills with the ability to identify key insights from your analysis.   Visual design focuses on maximizing user experience and impact.   Required Skills and AbilitiesAbility to work as an integral part of a team, fostering teamwork and cultivating relationships.   Critical thinking, problem-solving and analytical skills.   Curious and able thrive in a dynamic, fast-paced environment.   Proficiency in Microsoft office products such as Word, PowerPoint, Excel and Outlook are required.   Candidates who have a Bachelor's Degree and can commence full-time employment in July 2024.  To show us where you might fit within the Aon family, we encourage applicants to share with us their leadership, work and extracurricular experiences.   Please note applications will close by March 2024.    About Us:  We are investing in the next generation of leaders to join a global community of over 50,000 colleagues, where you’ll experience a company that's big enough to satisfy your career goals and open enough for you to make a difference from the start. Aon is in the Business of Better Decisions:   At Aon, we shape decisions for the better to protect and enrich the lives of people around the world.  As an organization, we are united through trust as one inclusive, diverse team, and we are passionate about helping our colleagues and clients succeed.   We provide our clients with advice and solutions that give them the clarity and confidence to make better decisions to protect and grow their business.  "
81,Aon Graduate Programme 2024 - Human Capital,AON,"As part of the Aon team, you will be empowered to reach your full professional potential, in an environment where you can feel safe to be your authentic self.",01/03/2024,1800,"The ProgrammeWhat the Graduate Programme will look like:   Our 24-month Graduate Programme is designed to provide you with exposure to different parts of the business through multiple job rotation. The programme offers structured professional development sessions to equip you with knowledge and skills necessary to build a career in risk management and advisory.   You will be supported by committed people leaders, a dedicated career mentor and peers to share experiences along the way.     As part of the Aon team, you will be empowered to reach your full professional potential, in an environment where you can feel safe to be your authentic self.   Our people are at the heart of our organization, and we are passionate about creating a culture of opportunity, driven by collaboration and innovation.   Human Capital Track:   Human Capital looks to capitalize on post-pandemic demand for innovation at the intersection of traditional employee health and wealth benefits. Working across rotations in Health, Wealth and Talent Solutions, you gain knowledge and skills to enable clients to make better decisions.       Talent Solutions:   Aon's human capital business, spanning 2,000 colleagues in more than 30 countries, is home to the firm's rewards, talent assessment, and performance & analytics practices. We apply this expertise, and our market-leading workforce data, to help clients tackle transformational projects.    Health Solutions:   Businesses are facing unprecedented times of change. Workers have different needs and expectations of their employer benefits. We provide consulting, global benefits and exchange solutions that help clients improve employee health, employee engagement and wellbeing while creating a resilient workforce that thrives through volatility.    Wealth Solutions:   Aon delivers quality advice for employers and retirement savings plans to ensure their retirement and benefit programmes are market competitive and compliant. We help clients mitigate risk in their workforce by realizing the untapped potential of their employees and maximize their wealth to enable people to live the life they want. What You Will DoCarry out a range of project management related functions, through a series of developmental work placements.   While responsibilities may vary to some extent with each placement, all are contained in the general role statements below: Assist in achieving business objectives within a team environment through assigned research, policy and project activities allocated during developmental work placements.  Develop and maintain effective and productive working relationships with appropriate external client contacts and other internal Aon clients.  Effectively participate in on-the-job and other learning and development activities provided throughout the development programme.  Pitching and storytelling – potential to communicate to stakeholders in a compelling way.  Required Skills and AbilitiesAbility to work as an integral part of a team, fostering teamwork and cultivating relationships.   Critical thinking, problem-solving and analytical skills.   Curious and able thrive in a dynamic, fast-paced environment.   Proficiency in Microsoft office products such as Word, PowerPoint, Excel and Outlook are required.   Candidates who have a Bachelor's Degree and can commence full-time employment in July 2024.  To show us where you might fit within the Aon family, we encourage applicants to share with us their leadership, work and extracurricular experiences.   Please note applications will close by March 2024.    About Us:  We are investing in the next generation of leaders to join a global community of over 50,000 colleagues, where you’ll experience a company that's big enough to satisfy your career goals and open enough for you to make a difference from the start. Aon is in the Business of Better Decisions:   At Aon, we shape decisions for the better to protect and enrich the lives of people around the world.  As an organization, we are united through trust as one inclusive, diverse team, and we are passionate about helping our colleagues and clients succeed.   We provide our clients with advice and solutions that give them the clarity and confidence to make better decisions to protect and grow their business.  "
82,Aon Graduate Programme 2024 - Risk Capital,AON,"As part of the Aon team, you will be empowered to reach your full professional potential, in an environment where you can feel safe to be your authentic self.",01/03/2024,1800,"The ProgrammeWhat the Graduate Programme will look like:   Our 24-month Graduate Programme is designed to provide you with exposure to different parts of the business through multiple job rotation. The programme offers structured professional development sessions to equip you with knowledge and skills necessary to build a career in risk management and advisory.   You will be supported by committed people leaders, a dedicated career mentor and peers to share experiences along the way.     As part of the Aon team, you will be empowered to reach your full professional potential, in an environment where you can feel safe to be your authentic self.   Our people are at the heart of our organization, and we are passionate about creating a culture of opportunity, driven by collaboration and innovation.   Risk Capital Tracks:   Aon's Risk Capital expands the application of traditional reinsurance solutions to its corporate client base and increases investment in the predictive data modeling required to address fast-growing areas of client need like climate change, intellectual property, cyber terrorism and supply chain interruption. You can look forward to gaining exposure through job rotations across Commercial Risk or Reinsurance teams      Commercial Risk:   Trends in economics, demographics and geopolitics – compounded by the rapid pace of technological change – are creating unprecedented volatility for organizations. Through rotations in various teams within Commercial Risk, you’ll learn about risk advisory, risk transfer and structured solutions that help clients better identify, quantify and manage risk exposure.    Reinsurance:    We specialize in assisting insurance companies in transferring a portion of the risk they carry on their balance sheets. Your rotations will focus on analytics and broking. You’ll learn to use sophisticated analytical modelling and strong stakeholder management to help insurers mitigate risk exposures across their portfolios.  What You Will DoCarry out a range of project management related functions, through a series of developmental work placements.   While responsibilities may vary to some extent with each placement, all are contained in the general role statements below: Assist in achieving business objectives within a team environment through assigned research, policy and project activities allocated during developmental work placements.  Develop and maintain effective and productive working relationships with appropriate external client contacts and other internal Aon clients.  Effectively participate in on-the-job and other learning and development activities provided throughout the development programme.  Pitching and storytelling – potential to communicate to stakeholders in a compelling way   Required Skills and AbilitiesAbility to work as an integral part of a team, fostering teamwork and cultivating relationships.   Critical thinking, problem-solving and analytical skills.   Curious and able thrive in a dynamic, fast-paced environment.   Proficiency in Microsoft office products such as Word, PowerPoint, Excel and Outlook are required.   Candidates who have a Bachelor's Degree and can commence full-time employment in July 2024.  To show us where you might fit within the Aon family, we encourage applicants to share with us their leadership, work and extracurricular experiences.   Please note applications will close by March 2024.    About Us:  We are investing in the next generation of leaders to join a global community of over 50,000 colleagues, where you’ll experience a company that's big enough to satisfy your career goals and open enough for you to make a difference from the start. Aon is in the Business of Better Decisions:   At Aon, we shape decisions for the better to protect and enrich the lives of people around the world.  As an organization, we are united through trust as one inclusive, diverse team, and we are passionate about helping our colleagues and clients succeed.   We provide our clients with advice and solutions that give them the clarity and confidence to make better decisions to protect and grow their business.  "
