,Job Title,Job Description,Company Name
334,Payroll Assistant (Fresh Graduates are Welcome),"About Pan Pacific Retail Management (Hong Kong) Co., Limited

Don Quijote, a Japanese discount retail chain famously known as “Donki”, is expanding to Southeast Asia as Don Don Donki.

Don Quijote Group's holding company for overseas operations, Pan Pacific International Holdings Pte. Ltd. (PPIH) based in Singapore, will develop the Don Don Donki stores for Southeast Asia.

The Don Quijote Group was established in 1980 and opened its first Don Quijote general discount store in 1989. It has since steadily expanded its business and its network of stores by developing a unique type of business based on its store concept of providing “convenience,” “discount” and “amusement,” and by pursuing mergers and acquisitions.

Listed on the Tokyo Stock Exchange in 1998 and restructured under a pure holding company in 2013, it has grown into a general retailing group with 350 stores, the cumulative number of customers reaching 300 million a year and annual consolidated sales topping 800 billion yen in Japan. Its revenue and operating profit have increased for 27 consecutive years.

Outside Japan, the Group has been operating three Don Quijote USA stores in Hawaii since 2006. In July 2013, PPIH was established in Singapore as the headquarters of the Don Quijote Group’s overseas operations. In September of the same year, Marukai Corporation, which operates nine stores in California and two stores in Hawaii, came under the umbrella of the Group.

At home and abroad, the Don Quijote Group has not only provided customers with what they needed when they needed it but also built a business model to help them enjoy shopping. It has also designed a variety of store formats best suiting the locations and trade areas where the stores are located -- regardless of their size and structure.

More About Us: https://www.dondondonki.com/hk/

Facebook: https://www.facebook.com/DonDonDonkiHK/

Instagram: https://www.instagram.com/dondondonkihk/

Job Responsibilities:
Provide day-to-day administrative and clerical support to HR team
Assist in handling compensation & benefits functions including payroll, tax returns, final payment, internal transfer, MPF, group insurances related issues.
Maintain and update personnel details in HR system, time attendance system and filing system
Handle general enquires related to HR Policies and procedures to ensure alignment with operation needs and in compliance with Employment Ordinance
Generate and prepare related HR reports for the management reviews
Perform ad-hoc duties assigned by HR Manager

Job Requirements:
Degree/Diploma in Human Resources, Business Administration or other relevant qualifications
Able to handle large volume headcounts (Over 500 headcounts)
Well versed in HK Employment Ordinance, Tax regulation, C&B and MPF Scheme Ordinance
Good command of both written and spoken English, Cantonese and Mandarin
Proficiency in HRIS, MS Word, Powerpoint and Excel functions (especially vlookup, pivot table)
Proactive team player, detail minded and responsible
Able to work under pressure and able to multi-task in a fast paced environment
Strong communication skills and inter-personal skills
Fresh graduates will be also considered
Immediately available is preferred

We offer attractive benefits package:
5-Days working, 9 working hours per day
Comprehensive Medical Benefits Coverage
Guaranteed 13 Months’ Pay
Competitive Salary Package
On-Job Training
Full-Paid Sick Leave, Annual Leave, Maternity Leave, Paternity Leave
Staff Purchase Discounts

For interested parties, please send your resume with current and expected salary to [email redacted, apply via Company website].

(All applications and data collected will be treated in strict confidence and used exclusively for recruitment purposes. Only short listed candidates will be invited for interview. The Company will retain the applications for a maximum period of 12 months and may refer suitable candidates to other vacancies within the Company.)

Full-time,Permanent","Pan Pacific Retail Management (Hong Kong) Co., Limited"
335,Business Development Executive Trainee (IT Solution),"Job Description:

Present our IT solutions to the corporate clients
Collect the initial user requirements from the clients
Follow-up...
About us
TOGO Pacific Limited is one of the leading Web-based ERP Solution providers in Hong Kong, providing different kinds of business solutions including but not limited to Trading, Shipping, Warehouse, Manufacturing, Accounting, HR, CRM, SCM, and tailor-made system projects. Recent Awards related to People Caring:

2006 – 2023 15 years + Caring Company (15+ 商界展關懷)
2008 – 2017 HSBC Living Business Awards (「匯豐營商新動力」)
People Caring Gold Award 2013 (僱員關懷金獎 2013)
2011 – 2028 Super Manpower Developer Award (人才企業)
2011 – 2018 Family-Friendly Employers Award Scheme (家庭友善僱主獎勵計劃)
Special Mention of Family-Friendly Employer 2018 – Gold (「特別嘉許(金 獎)2018
2012 – 2021 Partner Employer Award (友商有良)
2013 – 2023 10 years + Happy Company (10+ 「開心企業」)
2013 – 2020 Hong Kong Corporate Citizenship Award Scheme (香港企業公民)
To cope with our business growth, we invite dynamic and self-motivated talents to join our team.

Qualifications & experience
Degree holder
Customer and Result-oriented with business sense
Self-motivated and willing to learn
Good presentation and communication skills
Good in both spoken and written English and Chinese
Fresh graduate will be welcome

Tasks & responsibilities
Present our IT solutions to the corporate clients
Collect the initial user requirements from the clients
Follow-up customer enquiries

Benefits
5-day work, Birthday leave, Family-care leave
Work-life balance with young team and friendly working environment
On-job training and good career prospect
Performance bonus
Medical insurance
Excellent exposure to various business operations in corporate clients
All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.

Full-time",TOGO Pacific Limited
336,"Management Trainee - Welcome IT & BBA Fresh Graduates 18K , Listed Global enterprise","NewPages Recruitment Company Limited

Newpages is a top recruitment specialist with extensive recruitment experience and knowledge. We are proactive in providing professional recruitment services. We are able to source candidates at all levels throughout a wide range of industries from identifying, assessing, and recruiting outstanding executives.

We nurture long-term relationships with our employers and individuals and help both of them to facilitate a perfect match. In order to better understand their needs, we actively communicate and share our knowledge, expertise, and resources to improve our relationships, solutions, and services. Engaging the brightest talent for clients and developing the best careers for candidates are our missions.

email: [email redacted, apply via Company website]

webpage: www.newpages.hk

Your role:
Manage relationship with business units to gain an understanding of business strategies, products, processes/operations, performance and risk-related issues

Plan/lead/manage/conduct IT and/or operational audits, reviews and special projects in accordance

Articulate and highlight audit findings/recommendations with management in both technical and non-technical terms, writing/reviewing audit reports

Monitor the internal audit plan

Monitor implementation status of recommendations

Participate in annual audit planning process including conducting audit assessments on IT applications and infrastructure controls

enhance the quality and efficiency of internal audits

perform ad hoc assignments when required

To succeed in this role:
Bachelor degree in a relevant discipline with a recognized relevant qualification e.gBBA OR IT

Strong analytical combined with critical, creative thinking and solutions, influencing, negotiating and report-writing skills

Agile and team oriented with a strong sense of ownership and accountability.

ing firm, or sizable organizations, or a combination of both, with demonstrated experience in managing a team

Bachelor’s/Master’s degree in a relevant discipline with a recognized relevant qualification (eg, CA, CPA, CIA or CISA)

Professional with diversified experience across different areas of IT including IT audit, IT governance, technology risk management, service integration and project management is preferable

Excellent project management, planning and execution skills

Strong analytical combined with critical, creative thinking and solutions, influencing, negotiating and report-writing skills

Aware of changes in recognized IT frameworks, emerging risks, and regulatory requirements. Able to identify and assess complex IT risks and controls, to relate them to the wider business environment

Agile and team oriented with a strong sense of ownership and accountability. Act in an integrated manner with internal audit colleagues and management, and demonstrate a proactive and engaging approach during audits

If you are interested in this position, please send your updated resume with details of work experience and contact number to us by clicking “APPLY NOW”.",NewPages Recruitment Company Limited
337,Programme Assistant - 活動助理 (社區醫療外展服務) (Welcome Fresh Graduates),"工作職責 :

- 須外展工作

- 協助策劃，推行及支援外展活動，如疫苗注射/ 身體檢查等

- 負責行政及文書工作：包括設計宣傳資料、資料輸入、影印、翻譯及文件歸檔

- 記錄各用品的貯藏及清點存貨

- 接聽及處理電話查詢

- 協調及組織會議，製作會議記錄

職位要求 :

- 中五/中六或以上程度，擁有一年或以上文職經驗優先考慮

- 熟悉MS Office (包括Word, Excel, PowerPoint) 的運作及中英文輸入

- 主動、有禮、負責任心、有良好的溝通技巧及團隊精神

- 自主、靈活及可於壓力下工作

- 能即時上班者優先考慮

- 須外展及於或於非正常辦公時間內工作

員工福利：

- 星期日及公眾假期休息

- 14至18天有薪年假

- 員工及家屬醫療福利

- 在職培訓以及培訓津貼與進修假期

工作類型: 全職, 長工, 合約

工作時間：

日班

求職申請問題:

請問您的期望薪酬(月薪)是?",基督教聯合那打素社康服務
338,Full Time / Part Time Physiotherapist 物理治療師 (Fresh Graduates Welcome),"Responsibilities:

provide physiotherapy in clinic setting in Tai Po/ Kwun Tong districts
plan and implement treatment programmes for clients
provide community-based rehabilitation service including institution and outreach service

Requirements:

Holders of Degree or Professional Diploma in Physiotherapy
Registered in Hong Kong Physiotherapists Board with a valid practicing certificate
2 years related experience preferred, fresh graduate is welcome
Acupuncture and other post-graduate qualification will be an advantage
Able to work well in a team and also independently
Good interpersonal and communication skills
Proficiency in Chinese and English Language

Staff Benefits:

Regular Sunday and Public Holidays off
Annual Leave, Medical benefits to staff and dependent
On-the-job training and training sponsorship & study leave

Job Types: Full-time, Part-time, Contract

Salary: From $35,000.00 per month",基督教聯合那打素社康服務
339,Customer Services Executive / Logistics Executive (Fresh graduates are welcome),"We offer attractive remuneration package commensurate with qualifications and experience for the right candidate.

Job Responsibilities:
Co-ordination and overall controlling of order progress
Receive, check and consolidate Sales Order after orders finalized from Sales
Facilitate & coordinate customer defective return
Handle stock allocations
Manage Hong Kong delivery arrangement and provide updates on order shipment status
Act as first contact point for customer complaints & enquiries

Job Requirements:
Higher Diploma or above
Preferably 2 years relevant working experience in retail / distribution environment
Fresh graduates will also be considered
Good management skills in communication, especially telephone manner
Proficient in MS Office, especially MS Excel (Pivot Table, Vlookup)
Experience in ERP system
Good command of both spoken and written English and Chinese (including Mandarin)
We offer attractive remuneration package commensurate with qualifications and experience for the right candidate.
To apply, please submit your application with full resume and expected salary by clicking ""APPLY NOW"" .
(The personal data provided will only be used for recruitment and employment-related purposes. All personal data provided will be treated in strict confidence. All applications may be considered for other suitable position(s) in the Kuok/Kerry Group and its subsidiary/ associated companies.
For correction of or access to personal data after submission of the application or enquiries on recruitment matters, please update through your profile in our online recruitment system.
Information on unsuccessful candidates will normally be destroyed after 12 months from the date of application.)
All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.

Full-time",Kerry Wines Limited
340,Customer Service Ambassador (Fresh Graduates are Welcome) (Wan Chai 5-Day Work),"Shui On Properties Management Services Limited, a member of SOCAM Development Limited is one of the full members in Hong Kong Association of Property Management Companies. With extensive experience and strong track record in the property and facilities management in Hong Kong, we are now inviting applications from highly motivated individual(s) to join us.

Requirements:
DSE or above

At least 1 years’ relevant working experience preferred

Having knowledge in using MS office applications

Good command of spoken English, Mandarin and Cantonese

Good communication and interpersonal skills

Self-motivated, detail-minded and able to work independently

Immediate available is preferred

Fresh Graduates are Welcome

We offer competitive remuneration package to the right candidate. Please send full resume with current and expected salaries to the Human Resources Department, Shui On Properties Management Services Limited, 12/F, New Kowloon Plaza, 38 Tai Kok Tsui Road, Kowloon or click ""APPLY NOW"".

Data provided by applicants will be used strictly in accordance with our Company's personal data policies, a copy of which is available upon request. You may consider your application unsuccessful if you do not hear from us within 8 weeks. All applications will be destroyed immediately after the selection process.

Full-time,Permanent",Shui On Properties Management Services Limited
341,Draftsman / Project Assistant / Project Trainee (Fitting Out),"Job Highlights

Large-scale Listed Fitting-out Company
5.5-day work week with alternate Saturday off
Project Bonus & Group Medical

About this role

Being part of the Project & Construction Department, you will provide on-site support and monitor the overall control of site activities.

Responsibilities

Assist in creating detailed drawings for fitting-out projects.
Liaise with frontline staff and follow up on all aspects of fitting-out projects such as material handling, site coordination, administrative support, workforce requirements and contractor worker management, etc.
Coordinate and collaborate with subcontractors to ensure smooth daily operations.
Assist the QA/QC team in implementing company policies.
Assist in ad hoc assignments when required.

Requirements

Diploma or above in Interior Design, Construction, or related disciplines. Candidates with F.7 or DSE qualifications will also be considered.
Minimum of 1 year of relevant experience, preferably in fitting-out residential building projects.
Fresh graduates or candidates with less experience may be considered as Project Trainees.
Proficiency in MS Office and AutoCAD for fitting-out projects will be advantageous.
Possession of a valid green card (basic safety training) and Construction Workers Registration Card.
Strong command of written and spoken English and Chinese.
Willingness to work on-site.
Please submit your application, including your portfolio, past works, or references (if any).

Success Base Bonus/Allowance

Marriage & Newborn Baby Blessing
Monthly Transportation and Mobile Phone Allowance
Project Bonus
Long-term Contribution Reward & Retirement Reward
Education Allowance
And more...

Success Base Perk

Fun and energetic working atmosphere (Twice a year Annual Dinner, Team Buildings, Mid-Autumn Festival lighting exhibition, Halloween haunted house, Christmas movie theme party, hotel buffet party, poolside party and boat party, etc.)
Open office with a great environment, providing a snack station and even a grand dining hall
Conveniently located, surrounded by a variety of delicious lunch options
Extracurricular societies with your colleagues like hiking, yoga, badminton, football, fishing, etc.
5.5-day work week with alternate Saturday off, a work-life balance arrangement under family-friendly employment practices
Many types of leave such as Annual Leave, Full Paid Sick Leave, Birthday Leave, Marriage Leave, Bereavement Leave, Public Holiday(Bank Holiday) will be provided
Group Medical: insurance (including family members) and claims (clinic)
Success Dollar: Participate in activities to earn points to exchange for prizes

Awards & Recognition

BOCHK Corporate Environmental Leadership Awards 2020
Caring Company Certificate
CSR Recognition Scheme Caring Certificate (Enterprise Group)
ERB Manpower Developer Award
FHKI Industries Care – 3+ Year Award (Enterprise Group)
Good MPF Employer Award
Happy Company 5+ Certificate
Hong Kong Professional Building Inspectors Academy Awards 2018
Hong Kong Q-Mark Service Certificate
Hong Kong SME Business Sustainability Index 2019
HSBC Living Business Awards 2021
InnoESG - ESG Care Prize 2021
ISO 9001:2015
Most Valuable Companies in Hong Kong 2021 (The Trophy of Excellence)
Social Capital Builder Logo Award
The 10th Hong Kong Outstanding Corporate Citizenship Logo (Enterprise & Volunteer Category)
The Community Chest – Award of Excellence 2020/21

We are pleased to offer a competitive remuneration package and excellent career prospects to qualified candidates. Interested individuals are invited to submit a comprehensive resume, including details of their current and expected salary. We particularly encourage those considering a career change to apply.

*Please be assured that any personal data collected will be used solely for recruitment purposes.

Job Types: Full-time, Permanent",Success Base Engineering Limited
342,Assistant Quantity Surveyor / Quantity Surveyor Trainee (Project / Tender),"Responsibilities

(1) Tender Quantity Surveyor Team

Assist in analysing project specifications and drawings to prepare estimates.
Assist in identifying project costs such as materials, labour, and equipment.
Support the team in liaising with suppliers and subcontractors to obtain pricing information and negotiate contracts.
Assist in preparing tenders accurately and on time.
Support the team in collaborating with project management to ensure successful project delivery.

Or……

(2) Project Quantity Surveyor Team

Participate in site visits and inspections to gather data for cost estimates.
Assist in the preparation and management of budgets for construction projects.
Assist in monitoring and controlling project costs.
Collaborate with project teams to ensure the project budgets and schedules are met.
Assist in the allocation of work to subcontractors and monitor their progress.
Participate in contract negotiations and scheduling.
Provide support in handling contractual claims and disputes.
Offer assistance and advice on procurement strategies.
Assist in the preparation of cost reports and forecasts for projects.
Maintain project documentation.

Requirements

Diploma or above in Quantity Surveying or other related disciplines.
At least 1 year of relevant experience. Less experienced candidates will be considered for the Quantity Surveyor Trainee role. Fresh graduates are welcome.
Good command of both written and spoken English and Chinese.
Strong analytical and problem-solving skills.
Excellent communication and interpersonal skills.
Immediate availability is highly preferred.

Success Base Bonus/Allowance

Marriage & Newborn Baby Blessing
Long-term Contribution Reward & Retirement Reward
QS Bonus
Education Allowance
And more...

Success Base Perk

Fun and energetic working atmosphere (Twice a year Annual Dinner, Team Buildings, Mid-Autumn Festival lighting exhibition, Halloween haunted house, Christmas movie theme party, hotel buffet party, poolside party and boat party, etc.)
Open office with a great environment, providing a snack station and even a grand dining hall
Conveniently located, surrounded by a variety of delicious lunch options
Extracurricular societies with your colleagues like hiking, yoga, badminton, football, fishing, etc.
5-day work week, a work-life balance arrangement under family-friendly employment practices
Many types of leave such as Annual Leave, Full Paid Sick Leave, Birthday Leave, Marriage Leave, Bereavement Leave will be provided
Group Medical: insurance (including family members) and claims (clinic)
Success Dollar: Participate in activities to earn points to exchange for prizes

Awards & Recognition

BOCHK Corporate Environmental Leadership Awards 2020
Caring Company Certificate
CSR Recognition Scheme Caring Certificate (Enterprise Group)
ERB Manpower Developer Award
FHKI Industries Care – 3+ Year Award (Enterprise Group)
Good MPF Employer Award
Happy Company 5+ Certificate
Hong Kong Professional Building Inspectors Academy Awards 2018
Hong Kong Q-Mark Service Certificate
Hong Kong SME Business Sustainability Index 2019
HSBC Living Business Awards 2021
InnoESG - ESG Care Prize 2021
ISO 9001:2015
Most Valuable Companies in Hong Kong 2021 (The Trophy of Excellence)
Social Capital Builder Logo Award
The 10th Hong Kong Outstanding Corporate Citizenship Logo (Enterprise & Volunteer Category)
The Community Chest – Award of Excellence 2020/21

We are pleased to offer a competitive remuneration package and excellent career prospects to qualified candidates. Interested individuals are invited to submit a comprehensive resume, including details of their current and expected salary.

*Please be assured that any personal data collected will be used solely for recruitment purposes.

Job Types: Full-time, Permanent",Success Base Engineering Limited
343,"2024 RETAIL MANAGEMENT TRAINEE, HONG KONG","POSTE

Program Overview
Do you aspire to be a next generation retail leader at Louis Vuitton? Do you dream of crafting a career within the luxury retail industry? #YourJourneyStartsHere.

Our 24-month Retail Management Trainee Program immerses early career talents in an accelerated learning environment. We offer an international onboarding experience, comprehensive on-the-job training, diverse projects, personalized mentoring, plus frequent exposure and engagement with our leadership team. With ample opportunities to grow, the Program is designed with a long-term view to support your career aspirations as future leaders in the luxury retail sector.





Retail and Corporate Rotations
The Program provides a unique opportunity to rotate and experience life across both Retail and Corporate environments. You will be given multi-faceted operational experience, gain best-in-class industry knowledge, and build practical skills to prepare you to become a future retail leader at Louis Vuitton.

In the Retail function, we offer hands-on experience with Clients and the store team, and you will also be gradually exposed to store management responsibilities. Whilst working in the Corporate environment, you will be assigned to projects designed to familiarize you with the foundations of our business.

Throughout the entire course of your Program, you will be closely partnering across functions to deliver truly excellent client experiences - including Client Development, Merchandising, Events, Public Relations, Retail Performance, Learning & Development, Supply Chain and Logistics.





Regional Exposure
By joining this Program, you will be a member of a close-knit community of fellow Trainees across the North Asia Zone (Hong Kong, Macau, Taiwan and South Korea). There will be opportunities to take part in regional projects and exchanges, as well as access a vast learning and knowledge library. At Louis Vuitton, we have exceptional leaders mentoring you along the way, sharing invaluable career and people advice that will ultimately steer you towards achieving your dream career.




PROFIL

Desired Profiles

Passion for the Louis Vuitton brand
Keen interest to build a career in luxury retail, working towards a store management role
Enjoys working with people with good interpersonal and communication skills
Accountable and self-motivated with confidence
Fast learner with resilience to adapt
Fluency in English and Chinese is strongly preferred
Fresh graduates or talents with less than two years of working experience



Expected Key Competencies

Growth Mindset – Strive for continuous development and learning
Collaboration – Forster a positive team atmosphere and proactivity build networks
Curiosity – Eager to discover and explore Clients and innovative solutions
Empathy – Able to put themselves in the Client’s shoes and create trust
Agility – Adaptable to different Clients and situations
Commercial Mindset – Client-focused, never gives up, takes risks, and moves forward



INFORMATIONS COMPLÉMENTAIRES

Application Timeline

Apr 21, 2024 – CV & Application deadline
(Note: You will have to complete your Vizzy profile within 2 weeks of submitting your CV & Application. Please see below for details.)

Early May 2024 – Group interview
Mid May 2024 – Store tour & case study preparation for finalists
Late May 2024 – Challenge Day for finalists
Jun 2024 – Offer issuance
Jul 2024 – Program commencement




How to Apply

Submit your CV by clicking 'Apply'
Keep an eye on your email inbox from Vizzy.
Complete your Vizzy profile according to the deadline stated in your email. Remember to be creative when creating your profile – show us your passion and personality!




Webinar Registration

There will be 2 Zoom webinar sessions in English to provide you with more information about the Program. During the webinar, you will:

Discover the Louis Vuitton brand and story
Learn about the Retail Management Trainee Program and application process
Get a glimpse into the life of a Retail Management Trainee
Opportunity to interact directly with our Managing Director

Register for a session now by clicking on one of the links below:

Session 1: Mar 25, 2024 (Mon) 10 – 11 AM
Session 2: Mar 27, 2024 (Wed) 10 – 11 AM

We look forward to connecting with you soon! We hope to partner with you in the next chapter of your career journey.",Louis Vuitton
344,Actuarial Graduate Associate | Welcome AUS Graduate !,"Company profile:

Our client is a global risk management research and advisory firm, which provides professional grade services to both individuals and institutions. They are looking for Senior Associates in various actuarial functions.

Responsibilities:

-Work with lead consultants to execute consulting projects, including program design, implementation, and management.

-Serve as a project manager, fostering strong client relations and ensuring client satisfaction.

-Conduct actuarial valuations according to various regulations and reporting standards.

-Advise clients on various program's compliance and recommend best practices.

-Contribute to business development activities, including prospecting and expanding the MPF broking business, while providing ongoing support to human resources.

Qualifications:

-Bachelor's degree in Actuarial or related disciplines.

-Minimum 0-1 years working experience.

-Experience in retirement/pension/related preferred.

-Fluent in English and Chinese, Mandarin is a plus.

-Excellent interpersonal skills and project management skills.

Benefits:

-Inclusive and diverse international working environment.

-Hybrid working options.

-Opportunities for cross-disciplinary exposure.

-Access to and support from rich team of experts, including finance and research teams.

-Competitive package and great benefits for the right candidates.

#Posted by Ahmed

Job Type: Full-time

Salary: From $25,000.00 per month

Benefits:

Meal allowance

Schedule:

Monday to Friday

Language:

English (Preferred)",The Hong Kong Internship Platform
345,Operator - IT Data Centre (Welcome Fresh Graduate),"Responsibilities:
Perform activities for monitoring and managing data center facilities, computer resources utilization, computer server performance, computer operations, batch cycles running and data backup to assure IT systems are running normally within pre-defined schedules and parameters

Assure safe and reliable operations of data center and infrastructure systems on 24x7 basis

Follow operation management procedures with a focus on Incident management, Problem management, Change management, Event management, SLAs, production support practices for the running systems

Conduct production printing activities for business job requests

Follow shift roaster to take shifts and checking of each shift’s operation log

Maintain data center fixed asset inventory and conduct stock taking

Requirements:
Degree or above

Experience in IBM Mainframe system is preferable but not must

Knowledge in Microsoft Windows, Microsoft Office, General computer

Detail-minded, able to work independently and a good team player

Full-time,Permanent",OCBC Bank (Hong Kong) Limited
346,Corporate Management Trainee,"Hong Kong and Shanghai Hotel Limited is currently open for applications to our Corporate Management Trainee (CMT) program for the 2024/2025. This esteemed program offers graduates a unique opportunity to enhance their knowledge and advance their careers within our organization. The duration of the program is 18 months.




Peninsula Merchandising Limited is one of our affiliated companies to participate this program. It specializes in the retail and wholesale sector and has experienced notable global expansion in recent years. By enrolling in our program, graduates will have the chance to immerse themselves in the luxury retail and wholesale industry, gaining invaluable regional exposure in designated markets including China, Japan, and London etc.




Upon successful completion of the program, it prepares trainees for a subsequent Assistant Manager/Supervisory position within our company. This comprehensive training equips them with the essential skills and knowledge required to excel in their future roles.




We take pride in recruiting our talent from diverse and inclusive backgrounds as we strive to create a family oriented and mixed workforce.




Work for a highly prestigious and renowned hospitality group
An exceptional opportunity to be part of a professional team

Key accountabilities:




Gain on-the-job experience by assuming the role and commitment of a full-time position in rotational assignments within PML’s departments and regional exposure.
Support management in successful development and launch of regional projects.
Actively participate in training and development programme and CMT community to foster growth as emerging talents.

Opportunities:




International transfer opportunities are available, subject to position availability and visa approvals.
Receive targeted training and guidance for to facilitate personal and professional growth.
Successful performance, personal development, and adaptability to HSH culture are key factors for promotion to Supervisory or Assistant Manager roles.

General Requirement:




Welcomes fresh graduate or degree holder in any discipline with less than 2 years of working experience.
Passion to develop and demonstrate a strong enthusiasm for the luxury retail and wholesale industry.
Excellent interpersonal and communication skills.
Team players with leadership potential, enthusiasm for excellence, self-motivated and attention to details.
Flexible and handle change and ad-hoc projects.
Excellent command of written and spoken English and Chinese. Expertise in a third language would be desirable.



Please note that the screening of the applications will start on 18/03. We are delighted to receive your application for further consideration. Click apply now with your latest CV and salary information.




About Peninsula Merchandising Limited

Peninsula Merchandising first started selling cakes and chocolates in the 1950’s at The Peninsula Hong Kong. The idea behind the Peninsula Boutiques is to extend the Peninsula brand beyond the locations where we have hotels, by developing and selling a range of artisanal Peninsula branded Chinese and Western teas, chocolates and gifts. The Peninsula Mooncakes are the boutique’s most famous gourmet delicacy and they are now available at more than 30 retail locations worldwide.",HSH Group
347,Graduate Trainee - Operations and Customer Relations,"As a Graduate Trainee in Studio Operations and Customer Relations, your job duties include:

Assisting in the daily operations of the yoga studio, ensuring smooth and efficient functioning.
Greeting and welcoming customers, answering their queries, and providing information about yoga classes, schedules, and packages.
Handling customer registrations, payments, and maintaining accurate records of customer details and transactions.
Assisting in sales and marketing activities, including promoting yoga classes, workshops, and events to attract new customers.
Managing customer feedback and resolving complaints or concerns in a professional and timely manner.
Coordinating and scheduling yoga classes, workshops, and events, ensuring optimal utilization of studio space and resources.
Assisting in maintaining cleanliness and organization of the studio, including yoga props, equipment, and common areas.
Assisting in inventory management, including monitoring and restocking yoga props, merchandise, and other supplies.
Assisting in social media management and content creation to promote the studio and engage with the yoga community.
Supporting the development and implementation of customer retention strategies, such as loyalty programs and special promotions.
Collaborating with instructors, staff, and management to ensure a positive and welcoming environment for all customers.

Here are the job benefits:

Learning Opportunities: As a graduate trainee, you will have the opportunity to learn and understand the operations and customer relations management of a yoga studio. This will help you develop professional skills and knowledge, laying a solid foundation for future career growth.
Fitness Benefits: Being part of a yoga studio, you will have access to the benefits of yoga classes. This not only helps maintain physical health and flexibility but also enhances mental and emotional well-being.
Community Interaction: Yoga studios serve as community gathering places, providing opportunities for you to connect and build relationships with yoga enthusiasts and professionals. This community interaction can bring opportunities for friendship, collaboration, and professional development.
Team Collaboration: you will have the opportunity to work with dynamic and passionate team members. This collaborative environment promotes learning, growth, and mutual support.
Career Growth Potential: Through active involvement in studio operations and customer relations management, you have the potential to develop into senior management positions.

Here are the job requirements:

Associate Degree or above
Good command of English and Cantonese is a must
Proficient in PC applications including Google Suite, MS Word and Excel
Desire to develop a career in a thriving industry and grow with the company
Self-motivated, initiative, mature, good working attitude interpersonal skills
Shift duty is required (commonly 1200-2200 during weekdays / 0900-1900 during weekends)

Job package:

Basic salary up to $20k plus incentive bonus
Free yoga classes during work hour
12 days of annual leave
Birthday leave
5-day work (8 days off per month)

作為工作室運營及客戶關係的實習生，您的工作職責包括：

協助瑜珈工作室的日常運營，確保順暢高效的運作。
迎接和歡迎客戶，回答他們的疑問，提供有關瑜珈課程、時間表和套票的資訊。
處理客戶的註冊、付款事宜，並準確記錄客戶信息和交易記錄。
協助銷售和市場活動，包括推廣瑜珈課程、工作坊和活動，以吸引新客戶。
處理客戶反饋，及時專業地解決投訴或關注事項。
協調和安排瑜珈課程、工作坊和活動的時間表，確保工作室空間和資源的最佳利用。
協助保持工作室的清潔和整潔，包括瑜珈道具、設備和公共區域。
協助庫存管理，包括監控和補充瑜珈道具、商品和其他用品。
協助社交媒體管理和創建內容，以推廣工作室並與瑜珈社群互動。
支持客戶保持策略的發展和實施，如忠誠計劃和特別促銷活動。
與導師、員工和管理層合作，確保為所有客戶營造積極和友好的環境。

未來發展及機會：

學習機會：作為畢業生實習生，您將有機會學習和瞭解瑜珈工作室的運營和客戶關係管理。這將有助於您發展專業技能和知識，為未來的職業發展打下堅實基礎。
健身福利：作為瑜珈工作室的一員，您將能夠免費享受瑜珈課程的好處。這不僅有助於保持身體健康和靈活性，還能提升心理和情緒的健康。
人際互動：瑜珈工作室是一個聚集地，您將有機會與瑜珈愛好者和專業人士建立聯繫和人際關係。這種人際互動可以帶來友誼、合作和專業發展的機會。
團隊合作：您將有機會與充滿活力和熱情的團隊成員合作。這種合作環境可以促進學習、成長和互相支持。
職業成長潛力：通過積極參與工作室運營和客戶關係管理，您有機會發展成為瑜珈工作室的高級管理職位。

職位要求：

大專學歷或以上
良好的英語，必須能聽及說粤語
熟練電腦應用，包括Google Suite、MS Word和Excel
渴望在蓬勃發展的瑜伽行業中發展職業生涯並與公司共同成長
主動性強，成熟，良好的工作態度和人際交往能力
需要輪班工作（通常平日1200-2200 / 周末0900-1900）

福利包括：

基本工資可高達HKD20,000，外加獎金
可於工作時間內享受免費瑜珈課程
12天的年假
生日假
五天工作周（每月例休8天）

Job Type: Full-time

Salary: Up to $22,000.00 per month

Benefits:

Additional leave
Flexible schedule
Gym membership
Opportunities for promotion

Schedule:

Shift system

Supplemental pay types:

Attendance bonus
Performance bonus

Application Question(s):

Are you willing to work night shift (off work at 10pm)?

Education:

Associate Degree / Higher Diploma (Preferred)

Language:

Cantonese (Required)",B Yoga
348,Clerical Trainee (U Fresh Graduates),"Requirements:

Degree Fresh holder
With Internship experience is much preferred
MNC Firm
Good written and speaking in English, Mandarin
Good in PC Skills
Willing to learn
Immediately available is much preferred

Salary: 18K

(Central, Monday – Friday (9:00am - 5:45pm), Medical, Dental, year end bonus, 14 days annual leave)

Job Type: Full-time

Salary: $18,000.00 per month

Benefits:

Dental insurance
Medical Insurance

Schedule:

Monday to Friday

Supplemental pay types:

Yearly bonus",A.I. Pacific Consultants
